nombreh_id,p_comentario,p_fecha_comen,p_puntuacion,p_pais_de_origen
La Casa de Manuel Casa-Boutique,"sus espacios son hermosos, la atención es maravillosa. todo me encantó",2022-12-01,5.0,Ecuador
La Casa de Manuel Casa-Boutique,Las instalaciones y limpieza. Todo excelente.,2022-12-01,5.0,United States of America
La Casa de Manuel Casa-Boutique,"Recomendadísimo. Esta es definitivamente una perla escondida, de esas muy inusuales que no se merecen menos que una puntuación perfecta. 
La casa, habitaciones y lugares comunales son muy bonitas y acogedoras, muy buen decorado, artístico sin ser estrambótico, y el servicio (Cristhian en mi caso, más el personal de limpieza y del restaurante) fueron muy amables, eficientes y de increíble ayuda. 
La ubicación es buenísima también, cerca de todo, especialmente para alguien que no conocía la ciudad y tenía poco tiempo para explorarla. 
Mi estadía en Loja se extendió por una noche más, y fue obvio que no habría mejor lugar para hospedarme en la ciudad otra vez.",2022-12-01,5.0,Switzerland
La Casa de Manuel Casa-Boutique,"Style, ambiance, friendly host, location, pillows and cafe
Comfortable accommodation in upscale boutique hotel in Loja
",2022-11-01,5.0,United States of America
La Casa de Manuel Casa-Boutique,"Nice and artsy decoration. A lot of common space. Quiet location for good sleep and rest.
Quiet and Artsy place
 The bathroom can have more surface  for putting on personal care items. People chatting in the lobby gives a big echo and is heard in the room.",2022-11-01,4.5,United States of America
La Casa de Manuel Casa-Boutique,Exceptional,2022-10-01,5.0,Ecuador
La Casa de Manuel Casa-Boutique,"Sehr schönes Boutique-Hotel mit künstlerischen Details am Rand der Altstadt. Riesiges, sehr schön ausgestattetes Zimmer. Angenehme Korrespondenz mit dem Manager. Das Frühstück war etwas frugal. Sehr viel Straßenlärm. Ohrstöpsel auf jeden Fall notwendig.",2022-11-01,5.0,Germany
La Casa de Manuel Casa-Boutique,"El chico que atiende Christian, es un excelente anfitrión y te recomienda excelentes lugares.
Además hay hermosas obras de arte",2022-11-01,5.0,Ecuador
La Casa de Manuel Casa-Boutique,"El hotel canceló la reserva a última hora, dejándome sin hotel, a mi llegada a Loja.",2022-11-01,0.5,Ecuador
La Casa de Manuel Casa-Boutique,Exceptional,2022-11-01,5.0,Ecuador
La Casa de Manuel Casa-Boutique,Exceptional,2022-11-01,5.0,Ecuador
La Casa de Manuel Casa-Boutique,"Good location. Nice size room with a good warm shower. Good service with the owner contacting us before we stayed and helping arrange airport pick up.
Great location and friendly staff.
 Lumpy pillows and door too stiff to the bathroom so was very noisy when you closed it (not great at night). Also the bed squeaked a lot.",2022-11-01,4.0,United Kingdom
La Casa de Manuel Casa-Boutique,Wonderful,2022-11-01,4.5,Ecuador
La Casa de Manuel Casa-Boutique,Todo el lugar es hermoso y la atención muy buena,2022-10-01,5.0,Ecuador
La Casa de Manuel Casa-Boutique,Wonderful,2022-10-01,4.5,Ecuador
La Casa de Manuel Casa-Boutique,Desayuno sencillo pero está bien,2022-10-01,5.0,Ecuador
La Casa de Manuel Casa-Boutique,Wonderful,2022-09-01,4.5,Ecuador
La Casa de Manuel Casa-Boutique,hermosa,2022-08-01,5.0,Ecuador
La Casa de Manuel Casa-Boutique,Das ganze Hotel hat einen ganz besonderen Stil und ist sehr geschmackvoll eingerichtet. Die Zimmer sind wunderschön. Auf der Dachterrasse kann man den Abend schön ausklingen lassen. Das Personal ist sehr freundlich und hilfsbereit - danke Cristhian für den netten Empfang!,2022-09-01,5.0,Germany
La Casa de Manuel Casa-Boutique,Buena Ubicación para realizar movimientos en el centro de la ciudad. Buen desayuno y muy cómodas las habitaciones.,2022-09-01,4.0,Ecuador
Sonesta Hotel Loja,la atención del personal es de primera,2022-12-01,5.0,Ecuador
Sonesta Hotel Loja,que era cómodo y estaba limpio,2022-12-01,5.0,Ecuador
Sonesta Hotel Loja,Limpio y ordenado. Atención esmerada y atenta,2022-11-01,5.0,Chile
Sonesta Hotel Loja,Buen servicio,2022-11-01,5.0,Ecuador
Sonesta Hotel Loja,"El hotel hermoso, la atención del personal excelente. Comida deliciosa :) Todo muy bien",2022-11-01,5.0,Ecuador
Sonesta Hotel Loja,Exceptional,2022-11-01,5.0,Ecuador
Sonesta Hotel Loja,la atención y limpieza nada todo estuvo Perfecto,2022-11-01,5.0,Ecuador
Sonesta Hotel Loja,Exceptional,2022-11-01,5.0,Ecuador
Sonesta Hotel Loja,Exceptional,2022-11-01,5.0,Ecuador
Sonesta Hotel Loja,"Nos encantó el desayuno quedamos muy contentos , además el gimnasio súper bonito",2022-11-01,5.0,Ecuador
Sonesta Hotel Loja,Very Good,2022-10-01,4.0,Ecuador
Sonesta Hotel Loja,la atención muy buena y el desayuno parqueo muy poco espacio,2022-11-01,5.0,Ecuador
Sonesta Hotel Loja,"Buena ubicación, personal amable Me alojé en el onceavo piso, la habitación confortable pero las cortinas dejaban pasar la luz lo que resultó un poco incómodo a la hora de dormir",2022-11-01,4.5,Ecuador
Sonesta Hotel Loja,Exceptional,2022-10-01,5.0,Ecuador
Sonesta Hotel Loja,LA CALIDAD DE ATENCION DEL PERSONAL NO ME SIRVIO EL WI-FI TODA LA ESTANCIA,2022-10-01,4.5,Ecuador
Sonesta Hotel Loja,Wonderful,2022-10-01,4.5,Ecuador
Sonesta Hotel Loja,"la ubicación, las habitaciones el parqueaderos es muy pequeño, muy incómodo de parquear los vehículos",2022-10-01,4.5,Ecuador
Sonesta Hotel Loja,Exceptional,2022-10-01,5.0,Ecuador
Sonesta Hotel Loja,Exceptional,2022-10-01,5.0,Ecuador
Sonesta Hotel Loja,Exceptional,2022-09-01,5.0,Spain
Hostal Pucará,Pleasant,2022-11-01,3.0,Russia
Hostal Pucará,"el internetestuvo bien. el agua estuvo a buena temperatura. mejorar la limpieza de alfombra y cortinas. uno de los recepcionistas no  es nada amigable, la persona que me llevo a la habitacion solo dejo las cosas en una mesa y ni me explico nada, ni como se enciende la tele ni la clave del wifi, las alfombras de la habitacion estan super sucias de color negro de la mugre, seria mejor no tengan alfombras, tambien estaban haciendo una remodelacion en el segundo piso  y los constructores hacian mucho ruido era dificil descansar.",2022-11-01,2.5,Ecuador
Hostal Pucará,Exceptional,2022-11-01,5.0,El Salvador
Hostal Pucará,"Large room
Cupboard and desk
Quiet
It's okay for one or two nights
 dark room Window to the hall",2022-11-01,3.5,Germany
Hostal Pucará,Very Good,2022-11-01,4.0,Ecuador
Hostal Pucará,Exceptional,2022-11-01,5.0,Ecuador
Hostal Pucará,Wonderful,2022-10-01,4.5,Ecuador
Hostal Pucará,Bad,2022-11-01,0.5,China
Hostal Pucará,Exceptional,2022-11-01,5.0,United States of America
Hostal Pucará,"The hotel is very low cost and meets the basic requirements.  The rooms were clean and the bed was comfortable.  There was no refrigerator or microwave in the room but that didn't matter since I'd planned to eat out anyway, and there were several restaurants within a few blocks.  You have to ask for room service, but the staff did an excellent job when service was requested.
Decent place but lots of noise near my room
 I asked for a room on the first floor because I have knee implants and a fused spine and climbing stairs is difficult for me.  This turned out to be a mistake as the three rooms on the first floor were next to the interior parking and very close to the reception desk.  There was a large door on the first floor that was closed during the night, from about 10 PM to 6:30 AM, but people were arriving all night, or trying to leave from the internal parking during the night, and the doorbell on the front door was set up to be very loud so that the receptionist could hear it wherever he was.  It rang so loudly that it would wake me up several times a night.  Ditto for the telephone on the reception desk.  The hotel seemed to be used by truck drivers who would leave very early in the morning, and they would load up their trucks in the indoor parking area.  One night, a truck prepared to leave at 2:20 AM and started using a lift gate to load some kind of metal objects, which were then pushed into the truck with lots of squealing noises.  Apparently one member of the truck crew didn't wake up on time, and rather than going to his door and waking him, the driver started honking the truck's horn repeatedly, which went on for 12 minutes until the offender showed up ready to hit the road.  Loud noise was so frequent during the night that it was hard to get much sleep.  I suspect things would be much better on the second or third floors, so the noise problem might not be a fair criticism of the entire hotel, but I'd certainly recommend avoiding a first floor room if possible.",2022-11-01,2.5,United States of America
Hostal Pucará,Pleasant,2022-10-01,3.0,Ecuador
Hostal Pucará,"La habitación Solo hubo un jabón para dos personas, no hubo sachets de shampoo",2022-10-01,2.0,Ecuador
Hostal Pucará,Very Good,2022-10-01,4.0,Ecuador
Hostal Pucará,Good,2022-10-01,3.5,Ecuador
Hostal Pucará,Good,2022-10-01,3.5,Mexico
Hostal Pucará,Exceptional,2022-09-01,5.0,Ecuador
Hostal Pucará,Very Good,2022-08-01,4.0,Ecuador
Hostal Pucará,Very Good,2022-08-01,4.0,Ecuador
Hostal Pucará,Excelente atención,2022-09-01,5.0,Ecuador
Hostal Pucará,Excelente atención por parte del personal,2022-09-01,5.0,Ecuador
Hotel Carrion,"La ubicación y limpieza, el desayuno y que ofrecían almuerzos y cenas a precios muy cómodos.",2022-11-01,5.0,Ecuador
Hotel Carrion,Exceptional,2022-11-01,5.0,Ecuador
Hotel Carrion,Wonderful,2022-11-01,4.5,Ecuador
Hotel Carrion,Very Good,2022-11-01,4.0,United States of America
Hotel Carrion,Exceptional,2022-11-01,5.0,United States of America
Hotel Carrion,"clean, close to everything
Wonderful
",2022-11-01,4.5,United States of America
Hotel Carrion,Exceptional,2022-11-01,5.0,Ecuador
Hotel Carrion,"buena ubicación, en el centro de Loja. la habitación que me tocó se escuchaba el ruido de la recepción.",2022-11-01,4.5,Ecuador
Hotel Carrion,"nada ubicación peligrosa, la atención es mala y pareciera que viven enfadados. La comida es sumamente sencilla",2022-10-01,3.0,Ecuador
Hotel Carrion,Wonderful,2022-11-01,4.5,Ecuador
Hotel Carrion,Las instalaciones estaban limpias y el personal muy amable,2022-10-01,5.0,Ecuador
Hotel Carrion,Wonderful,2022-10-01,4.5,Ecuador
Hotel Carrion,Servicio de calidad,2022-10-01,5.0,Ecuador
Hotel Carrion,Very Good,2022-09-01,4.0,Ecuador
Hotel Carrion,"Excelente servicio, muy buen trato No aplica",2022-09-01,5.0,Ecuador
Hotel Carrion,Bien satisfecho El parqueadero un poco estrecho,2022-09-01,4.0,Ecuador
Hotel Carrion,Wonderful,2022-09-01,4.5,Ecuador
Hotel Carrion,Personnel très gentil et déjeuner très bon. Belle chambre avec vue sur le parc. Il n'y avait pas de parfum dégueulasse. Ça sentait bon Tout était parfait,2022-09-01,4.0,Canada
Hotel Carrion,El personal muy cordial y el café La habitación no tenía lugar para guardar las maletas como un pequeño armario,2022-09-01,4.5,Ecuador
Hotel Carrion,Wonderful,2022-09-01,4.5,Ecuador
Hotel Virgen del Cisne,"La atención de las personas de recepción, y las facilidades ofrecidas. Todo perfecto",2022-12-01,5.0,Mexico
Hotel Virgen del Cisne,Wonderful,2022-11-01,4.5,United States of America
Hotel Virgen del Cisne,La atención y amabilidad del personal . Todo bien,2022-12-01,5.0,Ecuador
Hotel Virgen del Cisne,La atención y buenas instalaciones,2022-12-01,5.0,Ecuador
Hotel Virgen del Cisne,Good,2022-11-01,3.5,Ecuador
Hotel Virgen del Cisne,"La cama ,ducha ,la tele la habitación Que no tenia nevera con bebida",2022-10-01,1.0,Spain
Hotel Virgen del Cisne,Very Good,2022-11-01,4.0,Ecuador
Hotel Virgen del Cisne,Exceptional,2022-11-01,5.0,Ecuador
Hotel Virgen del Cisne,Very Good,2022-11-01,4.0,Ecuador
Hotel Virgen del Cisne,Exceptional,2022-11-01,5.0,Ecuador
Hotel Virgen del Cisne,Exceptional,2022-10-01,5.0,Ecuador
Hotel Virgen del Cisne,Wonderful,2022-11-01,4.5,Ecuador
Hotel Virgen del Cisne,Very Good,2022-11-01,4.0,France
Hotel Virgen del Cisne,La ubicación para poder conocer,2022-11-01,5.0,Ecuador
Hotel Virgen del Cisne,Me  ubicaron en otro hotel Me cancelaron la reserva del hotel en el momento de llegada no tenía donde hospedarme,2022-11-01,2.5,Ecuador
Hotel Virgen del Cisne,Abitaciones No había agua caliente,2022-11-01,5.0,"Abkhazia, ​Georgia"
Hotel Virgen del Cisne,las instalaciones súper cómodas la tarifa para Booking.com no incluía desayuno,2022-11-01,5.0,Ecuador
Hotel Virgen del Cisne,Wonderful,2022-11-01,4.5,Ecuador
Hotel Virgen del Cisne,Exceptional,2022-10-01,5.0,Spain
Hotel Virgen del Cisne,"La ubicación céntrica del hotel, la organización de las habitaciones y sobre todo el ambiente hospitalario.",2022-10-01,5.0,Bolivia
Grand Victoria Boutique Hotel,Exceptional,2022-12-01,5.0,Ecuador
Grand Victoria Boutique Hotel,Wonderful,2022-12-01,4.5,Ecuador
Grand Victoria Boutique Hotel,Good,2022-11-01,3.5,Canada
Grand Victoria Boutique Hotel,la calidad humana del personal,2022-11-01,4.0,Ecuador
Grand Victoria Boutique Hotel,Muy bonito. Colonial El 19 y 20 noviembre no tuvieron servicio de jacuzzi ni turco ni sauna.  Se escucha el ruido de el salón de recepciones.,2022-11-01,4.5,Ecuador
Grand Victoria Boutique Hotel,Exceptional,2022-11-01,5.0,Ecuador
Grand Victoria Boutique Hotel,Exceptional,2022-11-01,5.0,Ecuador
Grand Victoria Boutique Hotel,"The staff was very accommodating, assisting us with a taxi to the Loja Airport, also personally delivered wine glasses and an opener for a bottle of wine we had purchased.
The bed was very comfortable, hot shower, and there was a refrigerator in our room, which was great because I had medication which needed to stay cold.
The breakfast was very good, and the waitstaff friendly.
Fantastic experience and value
 This is a personal thing, but having the dining area open to the pool made me not wish to use it. The idea of guests watching us swim while they were dining did not appeal to me.",2022-10-01,5.0,United States of America
Grand Victoria Boutique Hotel,Buen desayuno. Podría tener más proteínas,2022-10-01,4.5,Ecuador
Grand Victoria Boutique Hotel,"Excellent hotel with helpful & friendly staff, highly recommended it, just pe4fect
Brilliant hotel with amazing staff
 Everything was great",2022-10-01,5.0,Spain
Grand Victoria Boutique Hotel,Exceptional,2022-10-01,5.0,Ecuador
Grand Victoria Boutique Hotel,Exceptional,2022-10-01,5.0,Ecuador
Grand Victoria Boutique Hotel,La ubicación Exceso de ruido,2022-09-01,4.0,Ecuador
Grand Victoria Boutique Hotel,"cama cómoda, excelente ubicación en el centro. Las habitaciones interiores con ventana al patio tienen poca ventilación y en alguna época del año pueden ser muy calientes",2022-10-01,4.5,Ecuador
Grand Victoria Boutique Hotel,"The hotel is quite lovely, a bit of old world charm.  Beautifully decorated throughout with a beautiful pool. Thehelpful staff made our stay comfortable.
Exceptional
 The only negative was the room was stuffy and a fan for air circulation would of helped..",2022-09-01,5.0,United States of America
Grand Victoria Boutique Hotel,Exceptional,2022-09-01,5.0,Ecuador
Grand Victoria Boutique Hotel,estuvo bien,2022-09-01,3.5,Ecuador
Grand Victoria Boutique Hotel,La ubicación del hotel es excelente cerca de todo,2022-09-01,4.0,Ecuador
Grand Victoria Boutique Hotel,La habitación cuenta con bañera. Falta personal creo porque una sola persona para el desayuno no daba a basto. En la noche salimos a cenar y casi quedamos afuera porque nadie nos abría durante mucho tiempo. Tuve que llamar por teléfono.,2022-07-01,3.5,Ecuador
Grand Victoria Boutique Hotel,Exceptional,2022-08-01,5.0,United Kingdom
Hotel Podocarpus,Ubicación Garage incomodo,2022-12-01,4.0,Ecuador
Hotel Podocarpus,Exceptional,2022-12-01,5.0,Ecuador
Hotel Podocarpus,Wonderful,2022-12-01,4.5,Ecuador
Hotel Podocarpus,Todo excelente,2022-11-01,5.0,Ecuador
Hotel Podocarpus,"El hotel en general es bonito No me gusto q al reservar reserve una habitación triple que era la única q tenían disponible, al llegar me la cambiaron por una boble q no me molesto eso para nada lo que si me incomodo que decidí quedarme otra noche y que me.cobraran igual como triple digo nose pensé seria menos al ser habitación doble pero en fin ya esta pagado igual",2022-11-01,4.5,Ecuador
Hotel Podocarpus,Very Good,2022-10-01,4.0,Ecuador
Hotel Podocarpus,"La habitación, la atención del.personal y su ubicación Todo estuvo bien",2022-11-01,5.0,Ecuador
Hotel Podocarpus,Wonderful,2022-10-01,4.5,Ecuador
Hotel Podocarpus,Wonderful,2022-10-01,4.5,Ecuador
Hotel Podocarpus,Exceptional,2022-10-01,5.0,Ecuador
Hotel Podocarpus,Very Good,2022-09-01,4.0,Peru
Hotel Podocarpus,"The location in proximity to the things in the city was good.
Good for the price but very loud at night.
 The wifi was horrible. The noise level at night was terrible. There is a doorbell for the late night checking in and it sounded like it was in my room. The hotel is set up with the lobby to echo every noise into the rooms. The watter is not hot enough to stay warm when filling the bathtub.",2022-10-01,2.5,United States of America
Hotel Podocarpus,Very Good,2022-10-01,4.0,Peru
Hotel Podocarpus,"All newly refurbished and modern-like. Very up to date facility.  
Great staff too.
Wonderful
 Nada",2022-10-01,4.5,United States of America
Hotel Podocarpus,"Excellent staff,  the hotel look good.
Pleasant
 I had to change rooms,  that was a horrible smell in my room and it was awfully loud. The room they gave next morning was a bit shabby but quieter.",2022-10-01,3.0,Canada
Hotel Podocarpus,Tranquila y acogedora,2022-10-01,5.0,Ecuador
Hotel Podocarpus,limpieza el check out deberían extenderse hasta las 18:00 horas,2022-10-01,5.0,Ecuador
Hotel Podocarpus,Exceptional,2022-09-01,5.0,Ecuador
Hotel Podocarpus,"The space of the room
Something to improve
 The parking The water was cold  The sounds near the room (by a liquor storage)",2022-09-01,4.0,Ecuador
Hotel Podocarpus,"el desayuno el ruido de la avenida, en las habitaciones frontales se siente mucho ruido de la avenida cercana",2022-09-01,3.5,Ecuador
Oro Verde Loja,Sin iluminación  natural,2022-12-01,4.5,Ecuador
Oro Verde Loja,Exceptional,2022-12-01,5.0,Ecuador
Oro Verde Loja,Exceptional,2022-12-01,5.0,Ecuador
Oro Verde Loja,Exceptional,2022-12-01,5.0,Ecuador
Oro Verde Loja,Wonderful,2022-11-01,4.5,Ecuador
Oro Verde Loja,Wonderful,2022-11-01,4.5,Ecuador
Oro Verde Loja,Very Good,2022-11-01,4.0,Ecuador
Oro Verde Loja,Exceptional,2022-11-01,5.0,Ecuador
Oro Verde Loja,Exceptional,2022-11-01,5.0,Ecuador
Oro Verde Loja,"La ubicacion es optima esta en el centro, cerca de todo Si llegas en la noche o la madrugada, coordinar bien con el hotel, puesto que llegue a la madrugada y no había quien habra la puerta espere cerca de una hora, pensé que no me recibirian y ya estaba en busca de otro hotel, pero luego de mucho tiempo me abrieron seria ideal en el hotel colocar un timbre obalgo parecido para poder avisas de la llegada, fuera de eso todo estaba exelente",2022-10-01,4.0,Ecuador
Oro Verde Loja,cómodo todo estuvo bien,2022-11-01,5.0,Ecuador
Oro Verde Loja,Exceptional,2022-11-01,5.0,Ecuador
Oro Verde Loja,las habitaciones no hay distracciones,2022-11-01,4.0,Ecuador
Oro Verde Loja,Very Good,2022-11-01,4.0,Ecuador
Oro Verde Loja,Ubicación excepcional. Servicio muy amable y personalizado: personal atento y servicial. Atención rápida y concreta. Bonitas y elegantes instalaciones. La habitación no tenía ventanas,2022-11-01,5.0,Ecuador
Oro Verde Loja,"Excelente ubicación para poder salir a caminar. Habitaciones cómodas. Excelente la atención del personal, sobre todo Maicol, el cual siempre presto a ayudar y dar indicaciones sobre la comida y lugares para visitar en Loja y cercanías. La habitación a veces un poco subida de temperatura en la noche. El parqueadero subterraneo complicado, mi vehiculo un auto sedan siempre topaba el piso con la acera a la salida del mismo",2022-10-01,5.0,Ecuador
Oro Verde Loja,Good,2022-10-01,3.5,Ecuador
Oro Verde Loja,"Hotel muy bien ubicado, moderno y con un personal muy amable. EL desayuno muy variado y abundante, disponiendo de cocinero para elaborar algún plato caliente. Habitación con balcón y baño de buen tamaño con diversos accesorios que lo hacen muy completo.",2022-10-01,4.5,Spain
Oro Verde Loja,Exceptional,2022-10-01,5.0,Ecuador
Oro Verde Loja,Exceptional,2022-08-01,5.0,Canada
Habitaciones Vellisimo Center,La limpieza y fue acogedor,2022-12-01,4.5,United States of America
Habitaciones Vellisimo Center,Good,2022-12-01,3.5,Poland
Habitaciones Vellisimo Center,"Great location. Not expensive. Comfortable beds
Good
 there is no reception, and I didn't get any instructions for how to check in. Spend 30 mins outside the house and eventually be able to check in. I wish the host could give specific instructions on how to check in",2022-12-01,3.5,Ecuador
Habitaciones Vellisimo Center,Exceptional,2022-12-01,5.0,Ecuador
Habitaciones Vellisimo Center,"Reasonable price and location.
Fair
 It smelt very musty.",2022-09-01,2.5,United Kingdom
Habitaciones Vellisimo Center,"Amplitud
Comodidad
Elegante",2022-07-01,4.0,Ecuador
Habitaciones Vellisimo Center,Wonderful,2022-07-01,4.5,Poland
Habitaciones Vellisimo Center,Very Good,2022-08-01,4.0,Ecuador
Habitaciones Vellisimo Center,"El anfitrion fue muy amable. Mi salida de la ciudad era por la noche y, ya que no tenia huespedes al dia siguiente, me permitio dejar las maletas y permanecer ahi hasta que necesitase. Fuera llovia y hacia frio. 
No hubo partido en la pista de futbol mientras yo estuve La ventana da a un patio interior",2022-08-01,4.0,Spain
Habitaciones Vellisimo Center,"La ubicación, la calidez de la habitación No tengo quejas",2022-08-01,5.0,Ecuador
Habitaciones Vellisimo Center,Wonderful,2022-08-01,4.5,Ecuador
Habitaciones Vellisimo Center,Pleasant,2022-08-01,3.0,Netherlands
Habitaciones Vellisimo Center,La confianza brindada,2022-06-01,5.0,Ecuador
Habitaciones Vellisimo Center,La privacidad y la comodidad de estar cerca del centro La calidad del ínter es un poco inestable,2022-07-01,5.0,Ecuador
Habitaciones Vellisimo Center,Todo bien 🙂. Me ayudo con algunas cosas de última hora. Siempre atento el anfitrión. Nada me disgusto. Es muy cómodo.,2022-07-01,5.0,Ecuador
Habitaciones Vellisimo Center,Pleasant,2022-07-01,3.0,Germany
Habitaciones Vellisimo Center,Exceptional,2022-06-01,5.0,Ecuador
Habitaciones Vellisimo Center,Wonderful,2022-05-01,4.5,Argentina
Habitaciones Vellisimo Center,Disappointing,2022-05-01,2.0,Spain
Habitaciones Vellisimo Center,Excelente atención.,2022-05-01,5.0,Ecuador
Confortable mini departamento,Exceptional,2022-11-01,5.0,Ecuador
Confortable mini departamento,Exceptional,2022-09-01,5.0,Ecuador
Confortable mini departamento,"La seguridad, limpieza, tranquilidad Sin novedad",2022-10-01,5.0,Ecuador
Confortable mini departamento,"Excelente hospedaje, recomendado",2022-10-01,5.0,Ecuador
Confortable mini departamento,Exceptional,2022-08-01,5.0,Ecuador
Confortable mini departamento,Wonderful,2022-09-01,4.5,Colombia
Confortable mini departamento,TRANQUILO Y COFORTABLE,2022-05-01,4.0,Ecuador
Confortable mini departamento,"completamente satisfecho un tema del agua, pero inmediatamente soluciono el dueño del departamento",2022-04-01,5.0,Ecuador
Confortable mini departamento,Exceptional,2021-11-01,5.0,Ecuador
Confortable mini departamento,"muy amable la señora, un departamento hermoso nada todo muy bien",2021-11-01,5.0,Ecuador
Confortable mini departamento,Exceptional,2021-10-01,5.0,Ecuador
Confortable mini departamento,Exceptional,2021-10-01,5.0,Ecuador
Confortable mini departamento,Que te sientes en casa todo ordenado y limpió y tienes tu privacidad excelente trato de la dueño/a espero regresar pronto ✔️✔️✔️,2021-10-01,5.0,Ecuador
Confortable mini departamento,Wonderful,2021-10-01,4.5,Ecuador
Confortable mini departamento,Exceptional,2021-08-01,5.0,Ecuador
Confortable mini departamento,Fair,2021-08-01,2.5,Ecuador
Confortable mini departamento,Era muy accesible El garaje :(,2021-08-01,5.0,United States of America
Confortable mini departamento,"LA TRANQUILIDAD Y EL SILENCIO DEL LUGAR, BUENO PARA DESCANSAR",2021-07-01,4.5,Ecuador
Confortable mini departamento,Exceptional,2021-08-01,5.0,Ecuador
Confortable mini departamento,Estaba limpio y ordenado. Se escuchaba la gente del departamento de alado.,2021-07-01,3.5,Ecuador
Hacienda Gonzabal,Wonderful,2022-11-01,4.5,United States of America
Hacienda Gonzabal,Lugar paradisiaco para estar en contacto con la naturaleza. Alternativas de paseos y actividades. Gente atenta y acogedora. Habitación limpia y cómoda. Comida casera con ingredientes orgánicos y típicos de la zona. ¡Esperamos regresar pronto!,2022-10-01,5.0,Ecuador
Hacienda Gonzabal,La experiencia de lo tradicional,2022-10-01,5.0,
Hacienda Gonzabal,"Lugar de paz y vida campestre. Lleno de historia y construcciones antiguas. Hicimos caminatas al río, a una cascada y a una ruinas en el cerro. A pesar de ser un alojamiento rural / campestre,  cuenta con wifi. Todos
muy amables y atentos.",2022-09-01,5.0,Ecuador
Hacienda Gonzabal,Me encanta que sea una hacienda restaurada.,2022-02-01,5.0,Ecuador
Hacienda Gonzabal,Fair,2021-11-01,2.5,Ecuador
Hacienda Gonzabal,"excellent workers on site, great views
Great staff on site , off site management needs to make stay more professional
 smashed windows in windows of bedroom, management not available as they live in Quito, workers on site do not have authority to take decisions, we were lost trying to find the place and no answer to our repeated calls to get directions (we had to ask directions with people in the street), poor signage indicating the location, owner who is in Quito tried to overcharge, no receipt for our payment,",2021-11-01,2.0,United Kingdom
Hacienda Gonzabal,"Desconexión total en la naturaleza, el personal (Rosa y Verónica) insuperables, comida deliciosa, descanso excelente. Experiencia 10/10. Mi novio y yo lo disfrutamos mucho.",2021-07-01,5.0,Ecuador
Hacienda Gonzabal,"Los folios del siglo 17 son espectaculares El baño es bajito, se podría remodelar porque está viejito pero no está mal.",2021-07-01,4.5,Ecuador
Hacienda Gonzabal,Contacto con la naturaleza.,2021-02-01,5.0,Ecuador
Hacienda Gonzabal,El ambiente rodeado de mucha natraleza y la tranquilidad del lugar El acceso físico al lugar es complicado,2020-11-01,4.0,Ecuador
Hacienda Gonzabal,Good,2020-02-01,3.5,Ecuador
Hacienda Gonzabal,La alimentación es fresca y personal de campo es muy amable. Podría adquirir wi fii y facilitar la estancia a todos. El trato de la administradora/dueña al momento de hacer la reserva. Fue displicente. Envió un mensaje indicando algo que ella presumía que contradecía la reserva realizada y pretendía que la cambie a su conveniencia. La cocina no estaba disponible como se entendía en la presentación.,2020-01-01,3.55,Ecuador
Hacienda Gonzabal,El personal muy amable y el lugar acogedor,2020-01-01,5.0,Ecuador
Hacienda Gonzabal,Good,2020-01-01,3.75,Ecuador
Hacienda Gonzabal,Tranquilidad No había agua todo el tiempo,2019-12-01,4.5,Ecuador
HOSTAL CAMIL,"Location, clean, nice staff, hot water, nice shower
Nice
 Main road, noise, strong chemical use for towels and water",2022-11-01,3.5,Slovakia
HOSTAL CAMIL,Wonderful,2022-10-01,4.5,Russia
HOSTAL CAMIL,Wonderful,2022-09-01,4.5,Ecuador
HOSTAL CAMIL,Limpieza Nada todo bien,2022-05-01,5.0,Ecuador
HOSTAL CAMIL,Todo excelente,2022-05-01,5.0,Ecuador
HOSTAL CAMIL,El precio económico. Y calidad de servicio Lo unico q faltó es que funcione el Internet,2022-02-01,5.0,Ecuador
HOSTAL CAMIL,"La ubicación está muy bien, no hay ruido. Confortable para descansar",2022-01-01,5.0,Ecuador
HOSTAL CAMIL,Exceptional,2022-01-01,5.0,Ecuador
HOSTAL CAMIL,Todo el lugar centrico,2021-09-01,4.5,Ecuador
HOSTAL CAMIL,Very Good,2021-10-01,4.0,Ecuador
HOSTAL CAMIL,Exceptional,2021-09-01,5.0,Colombia
HOSTAL CAMIL,Wonderful,2021-08-01,4.5,Spain
HOSTAL CAMIL,"It is way over priced
It was over priced
 Small rooms 3 beds squeezed in over priced",2021-08-01,2.5,United Arab Emirates
HOSTAL CAMIL,Exceptional,2021-06-01,5.0,Ecuador
HOSTAL CAMIL,Very Good,2021-04-01,4.0,Ecuador
HOSTAL CAMIL,Wonderful,2021-03-01,4.5,Ecuador
HOSTAL CAMIL,HAY AGUA CALIENTE Y CONFORT EN LA HABITACION ME GUSTO EL SERVICIO AL CLIENTE SUS HABITACIONES SON NUEVAS BAÑOS LIMPIES MUY AGRADABLE,2021-03-01,4.0,Ecuador
HOSTAL CAMIL,Very Good,2020-10-01,4.0,Ecuador
HOSTAL CAMIL,Good,2020-08-01,3.5,Ecuador
